,objectID,room,locationType,locationID,locationLetter,artist,info
235,1991.16.2,Nasher Painting Storage Room,Screen,61.0,B,van Merle,"L' Este, 17th century"
236,1992.2.1,Nasher Painting Storage Room,Screen,47.0,A,Philip Guston,"Untitled, 1969"
237,1992.8.1,Nasher Painting Storage Room,Screen,33.0,A,,"Stalin with Hitler's Remains from the series Anarchistic Synthesism, 1985–1986"
238,1992.9.1,Nasher Painting Storage Room,Screen,49.0,A,Cindy Sherman,"Untitled #140 from the series Fairy Tales, 1985"
239,1992.11.1,Nasher Painting Storage Room,Screen,28.0,A,"Unidentified Culture, Peruvian",Chuspa Bag with Feline Pattern
240,1992.12.5,Nasher Painting Storage Room,Screen,61.0,A,In the style of Francois Perrier,"Battle Scene, 17th century"
241,1992.12.16,Nasher Painting Storage Room,Screen,22.0,B,A. Veranneman,"Architectural Exterior, 1911"
242,1993.1.1,Nasher Painting Storage Room,Screen,18.0,A,John Hoppner,"Portrait of Nancy Carey, c. 1780"
243,1993.3.1,Nasher Painting Storage Room,Screen,38.0,A,Lorna Simpson,"Holding and Breaking, 1992"
244,1993.4.1.A,Nasher Painting Storage Room,Screen,52.0,A,Angela Bourodimos,"All Access Fountain, 1991"
245,1993.8.7,Nasher Painting Storage Room,Screen,35.0,B,Leonid Tishkov,"L.I.T. Looks in a Microscope and Sees: Even the Smallest Microbe Lives in a Trunk, 1989"
246,1993.8.8,Nasher Painting Storage Room,Screen,35.0,B,Leonid Tishkov,"Living in a Trunk Also Wants a Little Love, 1989"
247,1993.10.1,Nasher Painting Storage Room,Screen,20.0,B,Charles Christian Nahl,"Young Girl with Kid Goat, 1858"
248,1993.12.1,Nasher Painting Storage Room,Screen,61.0,A,"French, In the style of Eugène Delacroix","The Bathers, 19th century–20th century"
249,1994.4.1,Nasher Painting Storage Room,Screen,24.0,A,Edward Lamson Henry,"Feeding the Kittens, 1883"
250,1994.7.1,Nasher Painting Storage Room,Screen,61.0,A,Marianne Manasse,"Diplomacy, 20th century"
251,1995.2.1,Nasher Painting Storage Room,Screen,34.0,B,Olga Chernysheva,"Fête Champêtre, 20th century"
252,1995.6.1,Nasher Painting Storage Room,Screen,30.0,A,Boris Anisfeld,"Red Landscape with Figure, c. 1907"
253,1995.6.2,Nasher Painting Storage Room,Screen,30.0,A,Boris Anisfeld,"Obverse: Kneeling Woman, c. 1905"
254,1995.6.3,Nasher Painting Storage Room,Screen,30.0,A,Boris Anisfeld,"Design for Decoration of Villa Wougaft, 1914–1917"
255,1995.6.4,Nasher Painting Storage Room,Screen,30.0,A,Boris Anisfeld,"Figure in Blue Cape on Orange Background (verso: Kneeling Figure by Water), c. 1913"
256,1995.7.1,Nasher Painting Storage Room,Screen,56.0,B,"Dmitri Plavinsky, Russian, 1937 - 2012","Salamander, 1974"
257,1995.7.2,Nasher Painting Storage Room,Screen,54.0,B,"Dmitri Plavinsky, Russian, 1937 - 2012","Workshop, 1975"
258,1995.12.1.2,Nasher Painting Storage Room,Screen,34.0,A,,"Bridge from the portfolio Projects, 1987 (printed 1990)"
259,1995.12.1.3,Nasher Painting Storage Room,Screen,34.0,A,,"Columbarium Architecture (Museum of Disappearing Buildings) from the portfolio Projects, 1984 (printed 1990)"
260,1995.12.1.4,Nasher Painting Storage Room,Screen,34.0,A,,"Columbarium Habitabile from the portfolio Projects, 1989 (printed 1990)"
261,1995.12.1.6,Nasher Painting Storage Room,Screen,34.0,A,,"Contemporary Architectural Art Museum from the portfolio Projects, 1988 (printed 1990)"
262,1995.12.1.7,Nasher Painting Storage Room,Screen,36.0,A,,"Crystal Palace from the portfolio Projects, 1989–1990"
263,1995.12.1.8,Nasher Painting Storage Room,Screen,35.0,A,,"Diomede I from the portfolio Projects, 1989 (printed 1990)"
264,1995.12.1.9,Nasher Painting Storage Room,Screen,35.0,A,,"Diomede II from the portfolio Projects, 1989 (printed 1990)"
265,1995.12.1.10,Nasher Painting Storage Room,Screen,35.0,A,,"Doll's House from the portfolio Projects, 1990"
266,1995.12.1.11,Nasher Painting Storage Room,Screen,34.0,A,,"Dome from the portfolio Projects, 1989 (printed 1990)"
267,1995.12.1.14,Nasher Painting Storage Room,Screen,36.0,A,,"Forum de Mille Veritatis from the portfolio Projects, 1987 (printed 1990)"
268,1995.12.1.15,Nasher Painting Storage Room,Screen,35.0,A,,"Untitled (Four Head Composite) from the portfolio Projects, 1983–1984 (printed 1990)"
269,1995.12.1.16,Nasher Painting Storage Room,Screen,36.0,A,,"Glass Tower from the portfolio Projects, 1984 (printed 1990)"
270,1995.12.1.17,Nasher Painting Storage Room,Screen,35.0,A,,"Glass Tower II from the portfolio Projects, 1984 (printed 1990)"
271,1995.12.1.20,Nasher Painting Storage Room,Screen,34.0,A,,"Island of Stability from the portfolio Projects, 1989–1990"
272,1995.12.1.21,Nasher Painting Storage Room,Screen,36.0,A,,"Nameless River from the portfolio Projects, 1986 (printed 1990)"
273,1995.12.1.23,Nasher Painting Storage Room,Screen,37.0,A,,"Ship of Fools or a Wooden Skyscraper for the Jolly Company from the portfolio Projects, 1988 (printed 1990)"
274,1995.12.1.24,Nasher Painting Storage Room,Screen,36.0,A,,"Stageless Theatre from the portfolio Projects, 1986 (printed 1990)"
275,1995.12.1.26,Nasher Painting Storage Room,Screen,36.0,A,,"Theater from the portfolio Projects, 1990"
276,1995.12.1.27,Nasher Painting Storage Room,Screen,33.0,A,,"Town Bridge from the portfolio Projects, 1989–1990"
277,1995.12.1.28,Nasher Painting Storage Room,Screen,33.0,A,,"Unknown Person from the portfolio Projects, 1985–1989 (printed 1990)"
278,1995.12.1.29,Nasher Painting Storage Room,Screen,35.0,A,,"Untitled (House with Stag's Head and Dog) from the portfolio Projects, 1986 (printed 1990)"
279,1995.12.1.30,Nasher Painting Storage Room,Screen,35.0,A,,"Untitled (Person Holding Buildings) from the portfolio Projects, 1985 (printed 1990)"
280,1995.12.1.33,Nasher Painting Storage Room,Screen,32.0,B,,"Villa Claustrophobia from the portfolio Projects, 1985 (printed 1990)"
281,1995.12.1.34,Nasher Painting Storage Room,Screen,37.0,A,,"Villa Nautilus, 1990"
282,1995.12.1.35,Nasher Painting Storage Room,Screen,36.0,B,,"Wandering Turtle from the portfolio Projects, 1984 (printed 1990)"
283,1995.14.1,Nasher Painting Storage Room,Screen,32.0,A,"Leonid Lerman
Born in Odessa, Ukraine, 1953","Improvisation in Red and Blue, 1993"
284,1995.14.2,Nasher Painting Storage Room,Screen,32.0,A,"Leonid Lerman
Born in Odessa, Ukraine, 1953","Evening at Volga, 1992"
285,1995.14.3,Nasher Painting Storage Room,Screen,32.0,A,"Leonid Lerman
Born in Odessa, Ukraine, 1953","Study for Other Horizons, 1992"
286,1995.16.1,Nasher Painting Storage Room,Screen,35.0,A,Yuri Albert,"About Beauty from the series Alphabet for the Blind, 1988–1989"
287,1995.16.8.A,Nasher Painting Storage Room,Screen,38.0,A,Georgii Kizevalter,"Ars Brevis, 1988"
288,1995.16.8.B,Nasher Painting Storage Room,Screen,38.0,A,Georgii Kizevalter,"Ars Brevis, 1988"
289,1995.16.18,Nasher Painting Storage Room,Screen,34.0,B,Nikolai Panitkov,"Stuff Up the Hole, Stuff Up the Crack, 1987"
290,1995.20.1,Nasher Painting Storage Room,Screen,55.0,A,Ilya Kabakov,"The Rabbits, 1994"
291,1995.22.1,Nasher Painting Storage Room,Screen,54.0,B,Feodor Petrovich Tolstoy,"The Return of Ulysses, c. 1820"
292,1995.23.1,Nasher Painting Storage Room,Screen,60.0,A,Alexander Roytburd,"The Movement, 1988"
293,1995.24.1,Nasher Painting Storage Room,Screen,26.0,B,Edward Hagedorn,"Sword Swallower, c. 1930"
294,1995.24.2,Nasher Painting Storage Room,Screen,26.0,B,Edward Hagedorn,"The Rainbow, c. 1930"
295,1996.1.1,Nasher Painting Storage Room,Screen,14.0,A,"C. Baugniet, Printed by Louis Haghe, F. G. Moon","Portrait of David Roberts, Esq., R.A., 1844"
296,1996.1.4,Nasher Painting Storage Room,Screen,14.0,A,"David Roberts, Louis Haghe, F. G. Moon","The Greek Church of the Holy Sepulchre, 1842–1845"
297,1996.1.8,Nasher Painting Storage Room,Screen,14.0,A,"David Roberts, Louis Haghe, F. G. Moon","The Mosque of Omar, on the Ancient Site of the Temple, 1842–1845"
298,1996.1.11,Nasher Painting Storage Room,Screen,14.0,A,"David Roberts, Louis Haghe, F. G. Moon","Church of the Holy Sepulchre, Exterior View, 1842–1845"
299,1996.1.14,Nasher Painting Storage Room,Screen,14.0,A,"David Roberts, Louis Haghe, F. G. Moon","The Shrine of the Holy Sepulchre, 1842–1845"
300,1996.1.16,Nasher Painting Storage Room,Screen,14.0,A,"David Roberts, Louis Haghe, F. G. Moon","Jerusalem - The Church of  the Purification, 1842–1845"
301,1996.1.18,Nasher Painting Storage Room,Screen,14.0,A,"David Roberts, Louis Haghe, F. G. Moon","Jerusalem from the Mount of Olives, 1842–1845"
302,1996.1.48,Nasher Painting Storage Room,Screen,14.0,A,"David Roberts, Louis Haghe, F. G. Moon","The Immersion of the Pilgrims in the Jordan, 1842–1845"
303,1996.1.59,Nasher Painting Storage Room,Screen,14.0,A,"David Roberts, Louis Haghe, F. G. Moon","Gaza, 1842–1845"
304,1996.1.61,Nasher Painting Storage Room,Screen,14.0,A,"David Roberts, Louis Haghe, F. G. Moon","Jaffa, Looking South, 1842–1845"
305,1996.1.89,Nasher Painting Storage Room,Screen,14.0,A,"David Roberts, Louis Haghe, F. G. Moon","Arabs of the Desert, 1842–1845"
306,1996.1.115,Nasher Painting Storage Room,Screen,14.0,A,"David Roberts, Louis Haghe, F. G. Moon","Ascent to the Summit of Sinai, 1842–1845"
307,1996.1.118,Nasher Painting Storage Room,Screen,14.0,A,"David Roberts, Louis Haghe, F. G. Moon","Convent of Saint Catherine, with Mount Horeb, 1842–1845"
308,1996.1.124,Nasher Painting Storage Room,Screen,14.0,A,"David Roberts, Louis Haghe, F. G. Moon","Suez, General View, 1842–1845"
309,1996.1.125,Nasher Painting Storage Room,Screen,14.0,A,Published by F. G. Moon,"Map to Illustrate the Route of David Roberts, Esq., R. A., In the Holy Land, Petrea and Syria, 1842–1845"
310,1996.4.1,Nasher Painting Storage Room,Screen,3.0,B,Analoly Glinov,"Russian Field, 1970"
311,1996.4.2,Nasher Painting Storage Room,Screen,33.0,A,Ivan Kabish,"To Mausoleum, 1963"
312,1996.9.1,Nasher Painting Storage Room,Screen,30.0,A,Alexander Iakovlevich Golovin,"Two Visions of Skriabin the Composer, c. 1900–1910"
313,1996.15.31,Nasher Painting Storage Room,Screen,60.0,A,Leonid Pinchevsky,"Untitled, 1982"
314,1996.16.1,Nasher Painting Storage Room,Screen,54.0,A,Leonid Lamm,"Yellow House in Uzhgorod, 1946"
315,1996.16.2,Nasher Painting Storage Room,Screen,5.0,B,Leonid Lamm,"West-Ukraine Town, Road to Czechoslovakia borderline, 1946"
316,1996.16.3,Nasher Painting Storage Room,Screen,31.0,B,Leonid Lamm,"Silver Street, Uzhgorod, 1946"
317,1996.16.5,Nasher Painting Storage Room,Screen,52.0,A,Leonid Lamm,"Sukhum, Georgia, 1950"
318,1996.16.6,Nasher Painting Storage Room,Screen,54.0,A,Leonid Lamm,"Late Afternoon in Small Town, 1946"
319,1996.16.7,Nasher Painting Storage Room,Screen,54.0,A,Leonid Lamm,"Kiev, 1950"
320,1996.16.13,Nasher Painting Storage Room,Screen,56.0,A,Leonid Lamm,"Landscape, 1953"
321,1996.16.15,Nasher Painting Storage Room,Screen,54.0,B,Leonid Lamm,"Self-portrait, 1949"
322,1996.16.16,Nasher Painting Storage Room,Screen,33.0,B,Leonid Lamm,"Self-portrait with Green Lady, 1956"
323,1996.18.1,Nasher Painting Storage Room,Screen,60.0,A,Nicolas-Toussaint Charlet,"Interior of a Guard House, 19th century"
324,1996.19.1,Nasher Painting Storage Room,Screen,26.0,A,Max Pechstein,"Blumenvase auf Einem Tisch (Vase of Flowers on a Table) (recto) and Frau und Mann sich umarmend 
(Woman and Man Hugging Each Other) (verso), c. 1912–1923"
325,1996.22.22,Nasher Painting Storage Room,Screen,33.0,B,Henry Elinson,"De Kooning, 1995–1996"
326,1996.24.1,Nasher Painting Storage Room,Screen,54.0,A,Leonid Pinchevsky,"untitled, 1981"
327,1996.26.1,Nasher Painting Storage Room,Screen,11.0,A,"Anonymous M1 (attributed to), follower of Jan Josefsz van Goyen","Landscape (after Jan van Goyen), c. late 17th century–early 18th Century"
328,1996.27.1,Nasher Painting Storage Room,Screen,60.0,B,Cleve Gray,"Abstract Canvas, 1980"
329,1997.1.3,Nasher Painting Storage Room,Screen,31.0,B,Valentin Popov,"Vatican Museum #3, 1985"
330,1997.1.4,Nasher Painting Storage Room,Screen,34.0,B,Valentin Popov,"Vatican Museum #4, 1985"
331,1997.4.1,Nasher Painting Storage Room,Screen,52.0,A,Joseph Pascal Sebah,"713.Abydos table planche I (Temple de Seti I), c. 1860–1870"
332,1997.4.2,Nasher Painting Storage Room,Screen,52.0,A,Joseph Pascal Sebah,"721.Abydos 2me Salle: Bas Relief (Temple de Seti I), c. 1860–1870"
333,1997.5.1.1,Nasher Painting Storage Room,Screen,32.0,A,"Vitaly Komar, Alex Melamid","Onward to the Final Victory of Capitalism, 1980"
334,1997.5.1.2,Nasher Painting Storage Room,Screen,32.0,A,"Vitaly Komar, Alex Melamid","Glory to the American Worker, 1980"
335,1997.8.4,Nasher Painting Storage Room,Screen,36.0,B,Oleg Kudryashov,"Icon with Saw, 1992"
336,1997.8.6,Nasher Painting Storage Room,Screen,35.0,B,Oleg Kudryashov,"The Soldier and the Devil, 1991"
337,1997.18.1.B,Nasher Painting Storage Room,Screen,27.0,B,Shimon Okshteyn,"Armchair, 1995"
338,1997.23.1.A,Nasher Painting Storage Room,Screen,32.0,A,Leonid Tishkov,"Anatomical Map of Russia (portfolio), 1997"
339,1997.23.1.B,Nasher Painting Storage Room,Screen,32.0,A,Leonid Tishkov,"Anatomical Map of Russia (portfolio), 1997"
340,1997.23.1.C,Nasher Painting Storage Room,Screen,32.0,A,Leonid Tishkov,"Anatomical Map of Russia (portfolio), 1997"
341,1997.23.1.D,Nasher Painting Storage Room,Screen,32.0,A,Leonid Tishkov,"Anatomical Map of Russia (portfolio), 1997"
342,1997.23.1.E,Nasher Painting Storage Room,Screen,32.0,A,Leonid Tishkov,"Anatomical Map of Russia (portfolio), 1997"
343,1997.23.1.F,Nasher Painting Storage Room,Screen,32.0,A,Leonid Tishkov,"Anatomical Map of Russia (portfolio), 1997"
344,1997.23.1.G,Nasher Painting Storage Room,Screen,32.0,A,Leonid Tishkov,"Anatomical Map of Russia (portfolio), 1997"
345,1997.23.1.H,Nasher Painting Storage Room,Screen,32.0,A,Leonid Tishkov,"Anatomical Map of Russia (portfolio), 1997"
346,1997.25.1,Nasher Painting Storage Room,Screen,53.0,B,"Edith London, American (born Germany), 1904 - 1997","In Flight, 1995"
347,1997.32.1,Nasher Painting Storage Room,Screen,61.0,B,Rhonda Wall,"Untitled, 1984"
348,1997.32.9,Nasher Painting Storage Room,Screen,51.0,A,Rick Prol,"Green Man, 1984"
349,1998.1.1,Nasher Painting Storage Room,,,,Francesco Furini,"Angel, 17th century"
350,1998.4.1,Nasher Painting Storage Room,Screen,30.0,A,Philip Andreyevich Maliavin,"Self Portrait, 1912"
351,1998.7.1,Nasher Painting Storage Room,Screen,32.0,B,Leonid Sokov,"Freedom, 1991"
352,1998.8.3,Nasher Painting Storage Room,Screen,55.0,A,Vasily Shulzhenko,"Bulls' Shepherd from Remote Pastures, 1994"
353,1998.8.4,Nasher Painting Storage Room,Screen,53.0,A,Vasily Shulzhenko,"The Banished, 1996"
354,1998.10.1,Nasher Painting Storage Room,Screen,46.0,B,"Alicia Creus, Argentinian, 1939, lives in the United States","The Princess and Her Keeper, 1995–1996"
355,1998.13.1.A,Nasher Painting Storage Room,Screen,59.0,B,Valery Koshliakov,"Moscow Towers, 1997"
356,1998.13.1.B,Nasher Painting Storage Room,Screen,59.0,B,Valery Koshliakov,"Moscow Towers, 1997"
357,1998.18.2,Nasher Painting Storage Room,Screen,35.0,B,Sergei Volkov,"Portrait of Yuri Gagarin, the First Cosmonaut, 1987"
358,1998.18.3,Nasher Painting Storage Room,Screen,60.0,A,S. Schablavin,"Night (View of Moscow Suburbs), 1979"
359,1998.18.4,Nasher Painting Storage Room,Screen,60.0,A,S. Schablavin,"Summertime (View of Moscow Suburbs), 1980"
360,1998.21.2,Nasher Painting Storage Room,Screen,33.0,B,Leonid Sokov,"Untitled (Bear and Marilyn Monroe), 1991"
361,1998.21.4,Nasher Painting Storage Room,Screen,34.0,B,"Arsen Savadov, Yuri Senchenko","Untitled from the series Controlling of the Inorganic Control, 1992–1993"
362,1998.21.5,Nasher Painting Storage Room,Screen,34.0,B,"Arsen Savadov, Yuri Senchenko","Untitled from the series Controlling of the Inorganic Control, 1991"
363,1998.21.8,Nasher Painting Storage Room,Screen,33.0,B,Mikhail Roginsky,"Untitled, 1985"
364,1998.21.10.A,Nasher Painting Storage Room,Screen,31.0,A,Shimon Okshteyn,"There are many forms but few classics, 1988"
365,1998.21.10.B,Nasher Painting Storage Room,Screen,31.0,A,Shimon Okshteyn,"There are many forms but few classics, 1988"
366,1998.21.10.A,Nasher Painting Storage Room,Screen,31.0,A,Shimon Okshteyn,"There are many forms but few classics, 1988"
367,1998.21.10.B,Nasher Painting Storage Room,Screen,31.0,A,Shimon Okshteyn,"There are many forms but few classics, 1988"
368,1998.21.12,Nasher Painting Storage Room,Screen,30.0,B,Rostislav Lebedev,"The Bolshevic by Kudisodiev, 1991"
369,1998.21.20,Nasher Painting Storage Room,Screen,30.0,B,Rostislav Lebedev,"Black Square, 1991"
370,1998.22.2,Nasher Painting Storage Room,Screen,12.0,A,Cristoforo Munari,"Still Life with Blue and White Porcelain, c. 1690"
371,1998.22.3,Nasher Painting Storage Room,Screen,15.0,B,Giovanni Paolo Panini,"Architectural Capriccio with Figures, c. 1716–1718"
372,1998.22.4.A,Nasher Painting Storage Room,Screen,11.0,A,Francesco Monti,"Hagar and the Angel, c. 1725"
373,1998.22.4.B,Nasher Painting Storage Room,Screen,11.0,A,Francesco Monti,"The Sacrifice of Isaac, c. 1725"
374,1998.22.5,Nasher Painting Storage Room,Screen,24.0,A,Jan van Kessel (attributed to),"Creation of the Birds and Fishes, c. 1650"
375,1998.22.6,Nasher Painting Storage Room,Screen,22.0,B,"Jasper Gerardi (Geeraerts), attributed
Flemish, active from 1634, died 1654","Still Life with Meat Pie, c. 1650"
376,1998.24.2.A,Nasher Painting Storage Room,Screen,24.0,B,Bruce Wall,"Metro Freako, 1984"
377,1998.24.2.B,Nasher Painting Storage Room,Screen,24.0,B,Bruce Wall,"Metro Freako, 1984"
378,1999.1.1,Nasher Painting Storage Room,Screen,54.0,A,Susana Amundarain,"Side View, 1996"
379,1999.8.1,Nasher Painting Storage Room,Screen,31.0,B,"Rimma Gerlovina, Valeriy Gerlovin","Subliminal Child, 1995–1999"
380,1999.8.2,Nasher Painting Storage Room,Screen,31.0,B,"Rimma Gerlovina, Valeriy Gerlovin","Bark, 1997"
381,1999.9.2,Nasher Painting Storage Room,Screen,44.0,B,Rhonda Wall,"Tropic City, 1993"
382,1999.11.1,Nasher Painting Storage Room,Screen,53.0,B,A. Sundakov,"Hot Words, 1988"
383,1999.11.3,Nasher Painting Storage Room,Screen,35.0,B,Rostislav Lebedev,"Playing Cards, 1946"
384,1999.14.3,Nasher Painting Storage Room,Screen,33.0,B,Ely Mikhailovich Bielutin,"Untitled, 1972"
385,1999.14.5,Nasher Painting Storage Room,Screen,35.0,B,Natalya Nesterova,"The Gold Jug!, 1993"
386,1999.14.7,Nasher Painting Storage Room,Screen,39.0,A,David Davidovich Burliuk,"The Sea, c. 1910"
387,2000.2.1,Nasher Painting Storage Room,,,,"Florentine, Anonymous","Cassone Panel with Neptune Presiding over a Wedding, c. 1560"
388,2000.3.1,Nasher Painting Storage Room,Screen,30.0,A,Russian,"The Old Scholar, 19th century"
389,2000.8.1,Nasher Painting Storage Room,Screen,56.0,A,Uri Katzenstein,"Bedovin, 1999"
390,2000.8.2,Nasher Painting Storage Room,Screen,56.0,A,Uri Katzenstein,"ten erotic warriors, 1999"
391,2000.9.1,Nasher Painting Storage Room,Screen,43.0,B,"Andy Warhol
Born in Pittsburgh, Pennsylvania, 1928-1987","Mao, 1972"
392,2000.14.1,Nasher Painting Storage Room,Screen,42.0,B,,"Myrtle Beach, c. 1970"
393,2000.16.2.A,Nasher Painting Storage Room,Screen,30.0,B,Alexander Kosolapov,"Malevich, Marlboro Series., 1990"
394,2000.16.2.B,Nasher Painting Storage Room,Screen,30.0,B,Alexander Kosolapov,"Malevich, Marlboro Series., 1990"
395,2000.16.2.C,Nasher Painting Storage Room,Screen,30.0,B,Alexander Kosolapov,"Malevich, Marlboro Series., 1990"
396,2000.16.2.D,Nasher Painting Storage Room,Screen,30.0,B,Alexander Kosolapov,"Malevich, Marlboro Series., 1990"
397,2000.16.2.A,Nasher Painting Storage Room,Screen,30.0,B,Alexander Kosolapov,"Malevich, Marlboro Series., 1990"
398,2000.16.2.B,Nasher Painting Storage Room,Screen,30.0,B,Alexander Kosolapov,"Malevich, Marlboro Series., 1990"
399,2000.16.2.C,Nasher Painting Storage Room,Screen,30.0,B,Alexander Kosolapov,"Malevich, Marlboro Series., 1990"
400,2000.16.2.D,Nasher Painting Storage Room,Screen,30.0,B,Alexander Kosolapov,"Malevich, Marlboro Series., 1990"
401,2000.16.3,Nasher Painting Storage Room,Screen,38.0,A,Alexander Kosolapov,"The History of All..., 1990"
402,2000.16.4,Nasher Painting Storage Room,Screen,38.0,A,Alexander Kosolapov,"Lenin-Coca-Cola, 1988"
403,2000.23.1,Nasher Painting Storage Room,Screen,60.0,A,Valentina Kropunitskaya,"Untitled; from the ""Swamp"" series, 1979"
404,2000.23.2,Nasher Painting Storage Room,Screen,60.0,A,Valentina Kropunitskaya,"Untitled; from the ""Swamp"" series, 1977"
405,2000.24.6,Nasher Painting Storage Room,Screen,31.0,A,Vladimir Nemuchin,"The Envelope, 1988"
406,2000.26.2,Nasher Painting Storage Room,Screen,61.0,A,Jim Gingerich,"She's Thirsty, 8/15/1985"
407,2000.28.4,Nasher Painting Storage Room,Screen,30.0,A,Ilya Mashkov,"Seated Nude, c. 1920"
408,2001.6.1,Nasher Painting Storage Room,,,,Antonio González Ruiz,"Infante Luis Antonio Bourbon, c. 1729–1730"
409,2001.8.1,Nasher Painting Storage Room,Screen,16.0,A,Giambattista Nolli,"La pianta grande di Roma (The Great Map of Rome), 1748"
410,2001.10.1,Nasher Painting Storage Room,Screen,53.0,A,Corrine Colarusso,"Clearing, 1998"
411,2001.11.1,Nasher Painting Storage Room,Screen,31.0,B,"Rimma Gerlovina, Valeriy Gerlovin","Birth of Aphrodite, 1992"
412,2001.13.1,Nasher Painting Storage Room,Screen,17.0,A,Merry-Joseph Blondel,"The Penitent Magdalene, 1811"
413,2001.17.1,Nasher Painting Storage Room,Screen,11.0,A,Francesco Fontebasso,"The Madonna Interceding for Souls in Purgatory, c. 1762–1769"
414,2001.23.1,Nasher Painting Storage Room,Screen,53.0,A,Yuri Dyshlenko,"Who is Living in the Next Room, 1990"
415,2001.23.2,Nasher Painting Storage Room,Screen,51.0,A,Yuri Dyshlenko,"A Portrait on the Background of a Landscape, 1990"
416,2001.24.1,Nasher Painting Storage Room,Screen,61.0,B,Charles Bell,"Drawing for ""Nature Study"", 1985"
417,2001.24.3,Nasher Painting Storage Room,Screen,60.0,A,George Green,"Wee Baby Blues, 1983"
418,2001.24.12,Nasher Painting Storage Room,Screen,47.0,A,Audrey Flack,"Siena Cathedral, 1971"
419,2001.29.1,Nasher Painting Storage Room,Wall Screen,34.0,,Sean Landers,"Self Something, 1994"
420,2001.31.3,Nasher Painting Storage Room,Screen,39.0,A,David Davidovich Burliuk,"untitled, c. 1930"
421,2001.32.1.A,Nasher Painting Storage Room,Screen,27.0,B,Nicolai Ovchinnikov,"Death of a Hero - Malevich, 1989"
422,2001.32.1.B,Nasher Painting Storage Room,Screen,27.0,B,Nicolai Ovchinnikov,"Death of a Hero - Malevich, 1989"
423,2001.34.7,Nasher Painting Storage Room,Screen,33.0,A,"Igor Makarevich, Moscow Studio","Lignoman, 1994"
424,2001.34.12,Nasher Painting Storage Room,Screen,31.0,A,"Yuri Avvakumov, Moscow Studio","Worker and Farmer International II, 1990–1995"
425,2001.38.1,Nasher Painting Storage Room,Screen,38.0,B,Walter Darby Bannard,"Sour Land Hills, 1978"
426,2001.38.4,Nasher Painting Storage Room,Screen,58.0,A,John Griefen,"Wrestling with the Angel, 1990"
427,2001.38.10,Nasher Painting Storage Room,Screen,9.0,A,Kikuo Saito,"Bogelum, 1975"
428,2001.38.14,Nasher Painting Storage Room,Screen,1.0,B,Kikuo Saito,"Spicer's Creek, 1990"
429,2001.38.15,Nasher Painting Storage Room,,,,Kikuo Saito,"Wistar's Night, 1978"
430,2001.38.16,Nasher Painting Storage Room,Screen,9.0,B,Carol Lorraine Sutton,"Mrs. Siddon, 1979"
431,2001.38.18,Nasher Painting Storage Room,Screen,60.0,B,Larry Zox,"Indo, 1981"
432,2001.39.1,Nasher Painting Storage Room,Screen,50.0,A,Alison Van Pelt,"Voyeurs (Sugar Ray Robinson vs. Randy Turpin, 1951) from the series Fight, 2001"
433,2001.39.2,Nasher Painting Storage Room,Screen,39.0,A,Alison Van Pelt,"untitled, 2001"
434,2001.40.1,Nasher Painting Storage Room,Screen,58.0,A,Don Eddy,"Green Volkswagen, 1971"
435,2002.1.1,Nasher Painting Storage Room,,,,Francesco Montelatici,"The Meeting of Isaac and Rebecca, c. 1660"
436,2002.2.1,Nasher Painting Storage Room,Screen,57.0,A,David Hollowell,"Mother and Child, 1989"
437,2002.16.1,Nasher Painting Storage Room,Screen,23.0,B,Samuel Colman,"Harbor of Seville, 1865"
438,2002.16.2,Nasher Painting Storage Room,Screen,22.0,B,Adalbert Waagen,"Hunting in the Alps, 1865"
439,2002.18.1,Nasher Painting Storage Room,Screen,23.0,B,Alfred Thompson Bricher,"At the South Head, Grand Manan, 1880s"
440,2002.19.1,Nasher Painting Storage Room,Screen,47.0,A,Thomas Leo Blackwell,"Modesty Under Construction, 1988"
441,2002.20.1,Nasher Painting Storage Room,Screen,55.0,B,Kenneth Noland,"Doors:  Song of a new world, 1983"
442,2002.20.2,Nasher Painting Storage Room,Screen,55.0,B,Kenneth Noland,"Doors: Blusette, 1989"
443,2002.20.3,Nasher Painting Storage Room,Screen,48.0,B,Kenneth Noland,"Times Light, 1983"
444,2002.20.4,Nasher Painting Storage Room,Screen,55.0,B,Kenneth Noland,"Narrow Way, n.d."
445,2002.20.5,Nasher Painting Storage Room,Screen,55.0,B,Kenneth Noland,"Tut, 1968"
446,2002.20.6,Nasher Painting Storage Room,Screen,61.0,A,Jack Bush,"Small Cut Off, 1968"
447,2002.20.7,Nasher Painting Storage Room,Screen,50.0,A,Jack Bush,"Pink Tower, 1974"
448,2002.21.1,Nasher Painting Storage Room,Screen,57.0,B,Louisa Chase,"Saint Francis, 1982"
449,2002.23.3,Nasher Painting Storage Room,Wall Screen,19.0,,Ron Gorchov,"Theresites, 1989"
450,2002.23.8,Nasher Painting Storage Room,Screen,37.0,A,Marlene McCarty,"Winner's Circle, 1991"
451,2002.23.10,Nasher Painting Storage Room,Screen,42.0,B,"Andy Warhol
Born in Pittsburgh, Pennsylvania, 1928-1987","Vote for McGovern, 1972"
452,2002.25.1,Nasher Painting Storage Room,Screen,32.0,B,Sergei Sherstiuk,"Untitled, 1951–1998"
